Entry_Date,Entry,Stop_Loss,Target,Seventh_Day_Close,Trade_Result,Profit_or_Loss_Amount,Total Trades,Profitable Trades,Loss Trades,Win Percentage
2018-03-08,137.75,136.6666717529297,139.91665649414062,141.1666717529297,Profit,3.4166717529296875,1,1,0,100.0
2018-03-16,137.375,139.8333282470703,132.45834350585938,141.9583282470703,Loss,4.5833282470703125,2,1,1,50.0
2018-03-21,141.9583282470703,139.5833282470703,146.7083282470703,141.5416717529297,Loss,-0.416656494140625,3,1,2,33.33333333333333
2018-07-23,131.7916717529297,129.4166717529297,136.5416717529297,127.79166412353516,Loss,-4.000007629394531,4,1,3,25.0
2018-11-05,127.91666412353516,131.25,121.24999237060547,128.7083282470703,Loss,0.7916641235351562,5,1,4,20.0
2019-05-08,130.8000030517578,133.85000610351562,124.69999694824219,123.55000305175781,Profit,-7.25,6,2,4,33.33333333333333
2019-05-20,129.25,128.1999969482422,131.35000610351562,129.85000610351562,Profit,0.600006103515625,7,3,4,42.857142857142854
2019-06-24,135.60000610351562,134.6999969482422,137.4000244140625,140.14999389648438,Profit,4.54998779296875,8,4,4,50.0
2019-12-31,119.05000305175781,116.55000305175781,124.05000305175781,119.3499984741211,Profit,0.29999542236328125,9,5,4,55.55555555555556
2020-03-18,80.55000305175781,89.0,63.65000915527344,76.4000015258789,Profit,-4.150001525878906,10,6,4,60.0
2020-09-04,94.69999694824219,96.05000305175781,91.99998474121094,90.4000015258789,Profit,-4.299995422363281,11,7,4,63.63636363636363
2020-12-03,98.55000305175781,95.8499984741211,103.95001220703125,98.19999694824219,Loss,-0.350006103515625,12,7,5,58.333333333333336
2021-01-05,97.5999984741211,98.4000015258789,95.99999237060547,100.1500015258789,Loss,2.5500030517578125,13,7,6,53.84615384615385
2021-01-21,96.0999984741211,98.69999694824219,90.9000015258789,91.30000305175781,Profit,-4.799995422363281,14,8,6,57.14285714285714
2021-12-06,124.3499984741211,127.0,119.04999542236328,126.05000305175781,Loss,1.7000045776367188,15,8,7,53.333333333333336
2022-01-04,132.89999389648438,127.0,144.69998168945312,131.35000610351562,Loss,-1.54998779296875,16,8,8,50.0
2023-06-30,189.14999389648438,188.10000610351562,191.24996948242188,193.39999389648438,Profit,4.25,17,9,8,52.94117647058824
