Entry_Date,Entry,Stop_Loss,Target,Eighth_Day_Close,Trade_Result,Profit_or_Loss_Amount,Total Trades,Profitable Trades,Loss Trades,Win Percentage
2018-01-31,1162.800048828125,1135.0,1218.400146484375,1129.550048828125,Loss,-33.25,1,0,1,0.0
2018-02-22,1246.449951171875,1195.0,1349.349853515625,1196.699951171875,Loss,-49.75,2,0,2,0.0
2018-07-13,974.8499755859375,1008.0,908.5499267578125,969.7000122070312,Profit,-5.14996337890625,3,1,2,33.33333333333333
2019-02-08,1257.8499755859375,1298.5,1176.5499267578125,1152.3499755859375,Profit,-105.5,4,2,2,50.0
2019-11-21,1455.449951171875,1428.0,1510.349853515625,1458.4000244140625,Profit,2.9500732421875,5,3,2,60.0
2020-01-31,1660.199951171875,1699.199951171875,1582.199951171875,1657.449951171875,Profit,-2.75,6,4,2,66.66666666666666
2020-10-21,2149.5,2225.0,1998.5,2052.300048828125,Profit,-97.199951171875,7,5,2,71.42857142857143
2021-10-12,4351.2998046875,4349.0,4355.8994140625,4330.39990234375,Profit,-20.89990234375,8,6,2,75.0
2022-03-22,4677.60009765625,4798.0,4436.80029296875,4683.2001953125,Loss,5.60009765625,9,6,3,66.66666666666666
2022-10-10,4340.60009765625,4375.0,4271.80029296875,4266.0498046875,Profit,-74.55029296875,10,7,3,70.0
